,Links,Title,Price,Color
185,https://www.carpages.ca/used-cars/ontario/brampton/2019-chevrolet-bolt-7769100/,2019 Chevrolet Bolt,"$33,795",Silver Ice Metallic
186,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-3-7767564/,2021 Tesla Model 3,"$62,988",Blue
187,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767561/,2020 Tesla Model 3,"$59,988",White
188,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767558/,2020 Tesla Model 3,"$59,988",Blue
189,https://www.carpages.ca/used-cars/ontario/brampton/2020-hyundai-sonata-7767531/,2020 Hyundai Sonata,"$39,900",Black
190,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-f-150-7767390/,2021 Ford F-150,"$90,195",White
191,https://www.carpages.ca/used-cars/alberta/edmonton/2007-honda-civic-7767291/,2007 Honda Civic,"$6,450",Silver
192,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-7765488/,2017 Toyota Camry,"$24,453",Red
193,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765467/,2022 Lexus UX,"$49,121",Caviar
194,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765449/,2022 Lexus UX,"$43,821",Nebula Grey Pearl
195,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765437/,2022 Lexus UX,"$50,900",Eminent White Pearl
196,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765404/,2022 Lexus UX,"$46,271",Ultra White
197,https://www.carpages.ca/new-cars/ontario/tilbury/2021-ford-f-150-7790853/,2021 Ford F-150,"$77,485",White
198,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789464/,2022 Toyota Camry,"$37,650",0218 BLK
199,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789461/,2022 Toyota Camry,"$31,050",0040 WHI
200,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789404/,2021 Ford F-150,"$60,024",Oxford White
201,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789395/,2021 Ford F-150,"$68,180",Oxford White
202,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-7789101/,2017 Ford Fusion,"$21,998",White Platinum Metallic Tri-Coat
203,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-7789089/,2018 Ford F-150,"$36,998",
204,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-escape-7789077/,2021 Ford Escape,"$44,369",STAR WHITE METALLIC TRI-COAT
205,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-escape-7788987/,2021 Ford Escape,"$41,496",Carbonized Grey Metallic
206,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7788984/,2021 Ford Escape,"$45,194",Velocity Blue Metallic
207,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788567/,2021 Ford F-150,"$64,859",Carbonized Grey Metallic
208,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788564/,2021 Ford F-150,"$91,175",Rapid Red Metallic Tinted Clearcoat
209,https://www.carpages.ca/new-cars/ontario/nepean/2022-hyundai-tucson-7788483/,2022 Hyundai Tucson,"$41,907",Deep SEA
210,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-7788354/,2022 Hyundai IONIQ,"$35,540",Typhoon Silv
211,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787454/,2019 Tesla Model 3,"$52,995",Solid Black
212,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787436/,2019 Tesla Model 3,"$55,995",Solid Black
213,https://www.carpages.ca/used-cars/ontario/ottawa/2014-ford-focus-7787238/,2014 Ford Focus,"$11,495",Silver
214,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-ford-escape-7785519/,2021 Ford Escape,"$44,494",Agate Black Metallic
215,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2022-toyota-corolla-7784652/,2022 Toyota Corolla,"$27,318.75",01F7 GRY
216,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-rx-450h-7784511/,2022 Lexus RX 450h,"$63,621",Eminent White Pearl
217,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-jeep-wrangler-7784247/,2021 Jeep Wrangler,"$59,670",Sting-Grey
218,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7784229/,2022 RAM 1500,"$80,210",Ivory Tri-Coat Pearl
219,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-7784142/,2021 Jeep Wrangler,"$61,900",Black
220,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ram-1500-7784091/,2020 RAM 1500,"$78,000",Ivory Tri-Coat Pearl
221,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-sonata-7783878/,2022 Hyundai Sonata,"$40,649",Hyper White
222,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-elantra-7783863/,2022 Hyundai Elantra,"$27,099",Cyber Grey
223,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783497/,2021 Jeep Wrangler,"$64,610",Black
224,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783494/,2021 Jeep Wrangler,"$60,670",FIRECRACKER RED
225,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7783338/,2021 Ford Escape,"$45,744",STAR WHITE METALLIC TRI-COAT
226,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-jeep-wrangler-7783179/,2021 Jeep Wrangler,"$60,195",Sarge Green
227,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-tesla-model-3-7783146/,2020 Tesla Model 3,"$56,885",Grey
228,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-highlander-7783038/,2021 Toyota Highlander,"$50,410",Magnetic Grey Metallic
229,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-escape-7783023/,2021 Ford Escape,"$43,444",DESERT GOLD METALLIC
230,https://www.carpages.ca/new-cars/ontario/brantford/2022-hyundai-tucson-7782753/,2022 Hyundai Tucson,"$44,187",CRYSTAL WHITE(TW3-NNB)-BLACK
231,https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-7782060/,2018 Tesla Model 3,"$54,995",White
232,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-tesla-model-3-7781922/,2018 Tesla Model 3,"$61,980",Black
233,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-escape-7781208/,2021 Ford Escape,"$43,854",Agate Black Metallic
234,https://www.carpages.ca/used-cars/ontario/etobicoke/2010-lexus-rx-450h-7780992/,2010 Lexus RX 450h,"$13,888",Silver
235,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-highlander-7780623/,2021 Toyota Highlander,"$50,839.70",Silver
236,https://www.carpages.ca/used-cars/ontario/oakville/2019-toyota-camry-7779174/,2019 Toyota Camry,"$34,988",Gray
237,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-santa-fe-7778898/,2022 Hyundai Santa Fe,"$43,899",White Cream
238,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778823/,2022 Hyundai Tucson,"$41,799",Amazon Grey
239,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778814/,2022 Hyundai Tucson,"$41,799",Amazon Grey
240,https://www.carpages.ca/new-cars/ontario/bolton/2021-jeep-wrangler-7778802/,2021 Jeep Wrangler,"$71,510",White
241,https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2018-ford-fusion-7778742/,2018 Ford Fusion,"$24,987",White Platinum Metallic Tri-Coat
242,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778553/,2022 Volvo XC60,"$61,435",Onyx Black Metallic
243,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778550/,2022 Volvo XC60,"$61,435",Denim Blue Metallic
244,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-7778436/,2021 Ford F-150,"$61,304",Agate Black Metallic
245,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7778385/,2021 Ford Transit,"$52,503",White
246,https://www.carpages.ca/used-cars/ontario/mississauga/2010-ford-escape-7778331/,2010 Ford Escape,"$3,396",Sterling Grey Metallic
247,https://www.carpages.ca/used-cars/ontario/north-york/2010-lexus-rx-450h-7776762/,2010 Lexus RX 450h,"$16,999",Silver
248,https://www.carpages.ca/used-cars/ontario/north-york/2012-toyota-highlander-hybrid-7776690/,2012 Toyota Highlander Hybrid,"$19,995",Pearl White
249,https://www.carpages.ca/used-cars/ontario/tilbury/2014-tesla-model-s-7776210/,2014 Tesla Model S,"$47,999",Brown
250,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775955/,2021 Ford F-150,"$77,185",Red
251,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775952/,2021 Ford F-150,"$64,519",Black
252,https://www.carpages.ca/used-cars/ontario/stittsville/2012-toyota-camry-7775925/,2012 Toyota Camry,"$12,999",White
253,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2016-tesla-model-s-7775844/,2016 Tesla Model S,"$57,995",Black
254,https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-7775715/,2021 Mercedes-Benz GLE,"$99,999",Selenite Grey Met
255,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-x-7775580/,2018 Tesla Model X,"$89,950",Grey
256,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-tucson-7774680/,2022 Hyundai Tucson,"$40,824",Crystal White
257,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2021-ford-escape-7774470/,2021 Ford Escape,"$41,544",Black
258,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-7773810/,2019 Ford Fusion,"$22,915",Silver
259,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-hybrid-7773492/,2022 Hyundai Ioniq Hybrid,"$31,690",Fiery Red
260,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-7772742/,2022 Hyundai Tucson,"$43,724",ASH BLACK
261,https://www.carpages.ca/used-cars/ontario/north-york/2011-toyota-camry-7772541/,2011 Toyota Camry,"$10,950",Grey
262,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-lexus-ux-7772214/,2022 Lexus UX,"$47,295",Grey
263,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770732/,2022 RAM 1500,"$78,769",Patriot Blue Pearl
264,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770729/,2022 RAM 1500,"$78,819",Maximum Steel Metallic
265,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770726/,2022 RAM 1500,"$78,924",Ivory Tri-Coat Pearl
266,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770723/,2022 RAM 1500,"$78,869",Diamond Black Crystal Pearlcoat
267,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770720/,2022 RAM 1500,"$78,819",Granite Crystal Metallic
268,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770717/,2022 RAM 1500,"$78,374",Bright White
269,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770648/,2022 Hyundai Tucson,"$41,599",Crystal White
270,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770645/,2022 Hyundai Tucson,"$41,599",ASH BLACK
271,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-toyota-venza-7770636/,2021 Toyota Venza,"$47,690",01K9 COASTAL GRAY METALLIC
272,https://www.carpages.ca/used-cars/ontario/thornhill/2016-hyundai-sonata-7770630/,2016 Hyundai Sonata,"$15,410",Black
273,https://www.carpages.ca/used-cars/ontario/kingston/2015-cadillac-srx-7770564/,2015 Cadillac SRX,"$19,999",Grey
274,https://www.carpages.ca/new-cars/ontario/kingston/2021-ford-f-150-7770558/,2021 Ford F-150,"$65,519",Carbonized Grey Metallic
275,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-250-7770330/,2022 Ford F-250,"$54,179",Oxford White YZ
276,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7770303/,2021 Ford Transit,"$54,698",White
277,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770297/,2022 Ford Escape,"$39,943",Oxford White
278,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770294/,2022 Ford Escape,"$45,443",Iconic Silver Metallic
279,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-f-350-7770291/,2022 Ford F-350,"$56,593",Cial Dealer Account Adjustm
280,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7770183/,2021 Ford Escape,"$40,394",Agate Black Metallic
281,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-7769868/,2021 Jeep Wrangler,"$60,656",Green
282,https://www.carpages.ca/used-cars/ontario/clarington/2019-tesla-model-3-7769196/,2019 Tesla Model 3,"$54,995",Pearl White Multi-Coat
283,https://www.carpages.ca/used-cars/ontario/brampton/2019-chevrolet-bolt-7769100/,2019 Chevrolet Bolt,"$33,795",Silver Ice Metallic
284,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-3-7767564/,2021 Tesla Model 3,"$62,988",Blue
285,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767561/,2020 Tesla Model 3,"$59,988",White
286,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767558/,2020 Tesla Model 3,"$59,988",Blue
287,https://www.carpages.ca/used-cars/ontario/brampton/2020-hyundai-sonata-7767531/,2020 Hyundai Sonata,"$39,900",Black
288,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-f-150-7767390/,2021 Ford F-150,"$90,195",White
289,https://www.carpages.ca/used-cars/alberta/edmonton/2007-honda-civic-7767291/,2007 Honda Civic,"$6,450",Silver
290,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-7765488/,2017 Toyota Camry,"$24,453",Red
291,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765467/,2022 Lexus UX,"$49,121",Caviar
292,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765449/,2022 Lexus UX,"$43,821",Nebula Grey Pearl
293,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765437/,2022 Lexus UX,"$50,900",Eminent White Pearl
294,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765404/,2022 Lexus UX,"$46,271",Ultra White
295,https://www.carpages.ca/new-cars/ontario/tilbury/2021-ford-f-150-7790853/,2021 Ford F-150,"$77,485",White
296,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789464/,2022 Toyota Camry,"$37,650",0218 BLK
297,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789461/,2022 Toyota Camry,"$31,050",0040 WHI
298,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789404/,2021 Ford F-150,"$60,024",Oxford White
299,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789395/,2021 Ford F-150,"$68,180",Oxford White
300,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-7789101/,2017 Ford Fusion,"$21,998",White Platinum Metallic Tri-Coat
301,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-7789089/,2018 Ford F-150,"$36,998",
302,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-escape-7789077/,2021 Ford Escape,"$44,369",STAR WHITE METALLIC TRI-COAT
303,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-escape-7788987/,2021 Ford Escape,"$41,496",Carbonized Grey Metallic
304,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7788984/,2021 Ford Escape,"$45,194",Velocity Blue Metallic
305,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788567/,2021 Ford F-150,"$64,859",Carbonized Grey Metallic
306,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788564/,2021 Ford F-150,"$91,175",Rapid Red Metallic Tinted Clearcoat
307,https://www.carpages.ca/new-cars/ontario/nepean/2022-hyundai-tucson-7788483/,2022 Hyundai Tucson,"$41,907",Deep SEA
308,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-7788354/,2022 Hyundai IONIQ,"$35,540",Typhoon Silv
309,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787454/,2019 Tesla Model 3,"$52,995",Solid Black
310,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787436/,2019 Tesla Model 3,"$55,995",Solid Black
311,https://www.carpages.ca/used-cars/ontario/ottawa/2014-ford-focus-7787238/,2014 Ford Focus,"$11,495",Silver
312,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-ford-escape-7785519/,2021 Ford Escape,"$44,494",Agate Black Metallic
313,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2022-toyota-corolla-7784652/,2022 Toyota Corolla,"$27,318.75",01F7 GRY
314,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-rx-450h-7784511/,2022 Lexus RX 450h,"$63,621",Eminent White Pearl
315,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-jeep-wrangler-7784247/,2021 Jeep Wrangler,"$59,670",Sting-Grey
316,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7784229/,2022 RAM 1500,"$80,210",Ivory Tri-Coat Pearl
317,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-7784142/,2021 Jeep Wrangler,"$61,900",Black
318,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ram-1500-7784091/,2020 RAM 1500,"$78,000",Ivory Tri-Coat Pearl
319,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-sonata-7783878/,2022 Hyundai Sonata,"$40,649",Hyper White
320,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-elantra-7783863/,2022 Hyundai Elantra,"$27,099",Cyber Grey
321,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783497/,2021 Jeep Wrangler,"$64,610",Black
322,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783494/,2021 Jeep Wrangler,"$60,670",FIRECRACKER RED
323,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7783338/,2021 Ford Escape,"$45,744",STAR WHITE METALLIC TRI-COAT
324,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-jeep-wrangler-7783179/,2021 Jeep Wrangler,"$60,195",Sarge Green
325,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-tesla-model-3-7783146/,2020 Tesla Model 3,"$56,885",Grey
326,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-highlander-7783038/,2021 Toyota Highlander,"$50,410",Magnetic Grey Metallic
327,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-escape-7783023/,2021 Ford Escape,"$43,444",DESERT GOLD METALLIC
328,https://www.carpages.ca/new-cars/ontario/brantford/2022-hyundai-tucson-7782753/,2022 Hyundai Tucson,"$44,187",CRYSTAL WHITE(TW3-NNB)-BLACK
329,https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-7782060/,2018 Tesla Model 3,"$54,995",White
330,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-tesla-model-3-7781922/,2018 Tesla Model 3,"$61,980",Black
331,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-escape-7781208/,2021 Ford Escape,"$43,854",Agate Black Metallic
332,https://www.carpages.ca/used-cars/ontario/etobicoke/2010-lexus-rx-450h-7780992/,2010 Lexus RX 450h,"$13,888",Silver
333,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-highlander-7780623/,2021 Toyota Highlander,"$50,839.70",Silver
334,https://www.carpages.ca/used-cars/ontario/oakville/2019-toyota-camry-7779174/,2019 Toyota Camry,"$34,988",Gray
335,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-santa-fe-7778898/,2022 Hyundai Santa Fe,"$43,899",White Cream
336,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778823/,2022 Hyundai Tucson,"$41,799",Amazon Grey
337,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778814/,2022 Hyundai Tucson,"$41,799",Amazon Grey
338,https://www.carpages.ca/new-cars/ontario/bolton/2021-jeep-wrangler-7778802/,2021 Jeep Wrangler,"$71,510",White
339,https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2018-ford-fusion-7778742/,2018 Ford Fusion,"$24,987",White Platinum Metallic Tri-Coat
340,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778553/,2022 Volvo XC60,"$61,435",Onyx Black Metallic
341,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778550/,2022 Volvo XC60,"$61,435",Denim Blue Metallic
342,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-7778436/,2021 Ford F-150,"$61,304",Agate Black Metallic
343,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7778385/,2021 Ford Transit,"$52,503",White
344,https://www.carpages.ca/used-cars/ontario/mississauga/2010-ford-escape-7778331/,2010 Ford Escape,"$3,396",Sterling Grey Metallic
345,https://www.carpages.ca/used-cars/ontario/north-york/2010-lexus-rx-450h-7776762/,2010 Lexus RX 450h,"$16,999",Silver
346,https://www.carpages.ca/used-cars/ontario/north-york/2012-toyota-highlander-hybrid-7776690/,2012 Toyota Highlander Hybrid,"$19,995",Pearl White
347,https://www.carpages.ca/used-cars/ontario/tilbury/2014-tesla-model-s-7776210/,2014 Tesla Model S,"$47,999",Brown
348,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775955/,2021 Ford F-150,"$77,185",Red
349,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775952/,2021 Ford F-150,"$64,519",Black
350,https://www.carpages.ca/used-cars/ontario/stittsville/2012-toyota-camry-7775925/,2012 Toyota Camry,"$12,999",White
351,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2016-tesla-model-s-7775844/,2016 Tesla Model S,"$57,995",Black
352,https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-7775715/,2021 Mercedes-Benz GLE,"$99,999",Selenite Grey Met
353,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-x-7775580/,2018 Tesla Model X,"$89,950",Grey
354,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-tucson-7774680/,2022 Hyundai Tucson,"$40,824",Crystal White
355,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2021-ford-escape-7774470/,2021 Ford Escape,"$41,544",Black
356,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-7773810/,2019 Ford Fusion,"$22,915",Silver
357,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-hybrid-7773492/,2022 Hyundai Ioniq Hybrid,"$31,690",Fiery Red
358,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-7772742/,2022 Hyundai Tucson,"$43,724",ASH BLACK
359,https://www.carpages.ca/used-cars/ontario/north-york/2011-toyota-camry-7772541/,2011 Toyota Camry,"$10,950",Grey
360,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-lexus-ux-7772214/,2022 Lexus UX,"$47,295",Grey
361,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770732/,2022 RAM 1500,"$78,769",Patriot Blue Pearl
362,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770729/,2022 RAM 1500,"$78,819",Maximum Steel Metallic
363,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770726/,2022 RAM 1500,"$78,924",Ivory Tri-Coat Pearl
364,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770723/,2022 RAM 1500,"$78,869",Diamond Black Crystal Pearlcoat
365,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770720/,2022 RAM 1500,"$78,819",Granite Crystal Metallic
366,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770717/,2022 RAM 1500,"$78,374",Bright White
367,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770648/,2022 Hyundai Tucson,"$41,599",Crystal White
